Run, Step, Avg_Energy, Avg_Agreement
0,0,50.00897766809707,0.7547743803044547
0,1,50.00897766809707,0.7547743803044547
0,2,50.00897766809707,0.7547743803044547
0,3,50.00897766809707,0.7547743803044547
0,4,50.00897766809707,0.7547743803044547
0,5,50.00897766809707,0.7547743803044547
0,6,50.00897766809707,0.7547743803044547
0,7,50.00897766809707,0.7547743803044547
0,8,50.00897766809707,0.7547743803044547
0,9,50.00897766809707,0.7547743803044547
0,10,50.00897766809707,0.7547743803044547
0,11,50.00897766809707,0.7547743803044547
0,12,50.00897766809707,0.7547743803044547
0,13,50.00897766809707,0.7547743803044547
0,14,50.00897766809707,0.7547743803044547
0,15,50.00897766809707,0.7547743803044547
0,16,50.00897766809707,0.7547743803044547
0,17,50.00897766809707,0.7547743803044547
0,18,50.00897766809707,0.7547743803044547
0,19,50.00897766809707,0.7547743803044547
0,20,50.00897766809707,0.7547743803044547
0,21,50.00897766809707,0.7547743803044547
0,22,50.00897766809707,0.7547743803044547
0,23,50.00897766809707,0.7547743803044547
0,24,49.10897766809707,0.7547743803044547
0,25,48.10897766809707,0.7547743803044547
0,26,47.10897766809707,0.7547743803044547
0,27,46.10897766809707,0.7547743803044547
0,28,45.11897766809705,0.7547743803044547
0,29,44.11897766809705,0.7547743803044547
0,30,43.11897766809705,0.7547743803044547
0,31,42.11897766809705,0.7547743803044547
0,32,41.11897766809705,0.7547743803044547
0,33,40.524219866764696,0.7557824372403735
0,34,39.93418689697352,0.7544379685413443
0,35,39.344072614648034,0.7542311521986869
0,36,38.7444542119614,0.7539155054347266
0,37,37.75487087862806,0.7539155054347266
0,38,36.75487087862806,0.7539155054347266
0,39,35.75487087862806,0.7539155054347266
0,40,34.75487087862806,0.7539155054347266
0,41,34.11081280129535,0.7543762653424592
0,42,33.11081280129535,0.7543762653424592
0,43,32.469113669734966,0.754252676837447
0,44,31.810362341734216,0.7544219931589791
0,45,30.810362341734216,0.7544219931589791
0,46,30.135941746047614,0.7533278702381696
0,47,29.135941746047614,0.7533278702381696
0,48,28.44924887990037,0.752650874485836
0,49,27.77321871771303,0.7545690791577268
0,50,27.08391287877927,0.7552251968206518
0,51,26.385490804212022,0.7540781636832
0,52,26.615663222206834,0.757302642806047
0,53,25.615663222206823,0.757302642806047
0,54,24.615663222206823,0.757302642806047
0,55,23.627567984111586,0.757302642806047
0,56,22.90223301131541,0.7570029759711744
0,57,22.174420166715993,0.7586785596096831
0,58,21.174420166715997,0.7586785596096831
0,59,20.695618567934744,0.7564376372901467
0,60,20.216271697755605,0.7553342251691008
0,61,20.270499938411294,0.7513118992317
0,62,20.106261611112537,0.7525042306206865
0,63,19.694762501338914,0.7541094080369943
0,64,18.972758139784638,0.75441177468547
0,65,18.53118587847214,0.7546603550410432
0,66,17.805078628354085,0.7583661618679132
0,67,17.940387180062785,0.7569946849108714
0,68,18.167796971133747,0.7498596713075405
0,69,17.8023241810261,0.7506626113746941
0,70,16.820505999207917,0.7506626113746941
0,71,16.748272329253645,0.7561894041761104
0,72,16.39601567408672,0.756237089580149
0,73,16.413533336306433,0.7651039098786803
0,74,15.413533336306433,0.7651039098786803
0,75,15.078489619132874,0.7694780056083499
0,76,15.903882856289076,0.765437686549616
0,77,16.59559674516105,0.7654171830104749
0,78,16.0647264028193,0.7590724848190527
0,79,15.55420597733217,0.7541744712393097
0,80,15.49533987629476,0.7555523823171879
0,81,14.99006210183176,0.7548028654590363
0,82,14.971524784492148,0.7492843865080615
0,83,15.04340918771135,0.7408303870756756
0,84,14.04340918771135,0.7408303870756756
0,85,14.121381366633392,0.7536314515909224
0,86,13.16138136663339,0.7536314515909224
0,87,12.700162702734223,0.7526137784621394
0,88,14.16557226022401,0.749712427129548
0,89,13.907164066340323,0.7543840723112699
0,90,12.907164066340322,0.7543840723112699
0,91,11.907164066340322,0.7543840723112699
0,92,10.95979564528769,0.7543840723112699
0,93,10.531224915377907,0.7570505099676405
0,94,10.119073117771153,0.7557867672533725
0,95,9.699911793157964,0.7554359032346223
0,96,8.699911793157964,0.7554359032346223
0,97,9.73903190007225,0.7582666601680035
0,98,8.73903190007225,0.7582666601680035
0,99,8.415291616246176,0.7528630917146598
0,100,8.150577573117262,0.7616530858131927
0,101,7.953822608016044,0.773418512385885
0,102,6.953822608016044,0.773418512385885
0,103,5.953822608016044,0.773418512385885
0,104,6.3197670937299275,0.7884550061871195
0,105,6.162067124009779,0.7806726277264823
0,106,6.063733464361275,0.7759156275993154
0,107,6.4,0.7699404434216242
0,108,5.4,0.7699404434216242
0,109,4.4,0.7699404434216242
0,110,3.4,0.7699404434216242
0,111,2.4,0.7699404434216242
0,112,1.4,0.7699404434216242
0,113,2.0,0.7599285484367673
0,114,2.0,0.7599285484367673
0,115,1.0,0.7599285484367673
0,116,NaN,NaN
