Run, Step, AgentID, Energy-Level, Common-Pool-Levels
2,0,255,86.4003599891309,990.0
2,0,271,33.20970495000266,980.0
2,0,248,100.66736986577793,970.0
2,0,282,45.39479965740617,960.0
2,0,239,69.0036569453937,950.0
2,0,200,40.17258760865338,940.0
2,0,237,43.406779649777945,930.0
2,0,227,64.00255282418084,920.0
2,0,232,91.60338397699809,910.0
2,0,235,96.07881462113741,900.0
2,0,204,42.60157214753048,890.0
2,0,288,83.01111269544496,880.0
2,0,236,23.67072923224634,870.0
2,0,267,46.91829880800451,860.0
2,0,238,64.69756097731415,850.0
2,0,300,84.76445311010207,840.0
2,0,201,86.14983383785717,830.0
2,0,275,21.82806721255442,820.0
2,0,258,78.41294362726347,810.0
2,0,291,95.26708321137897,800.0
2,0,274,6.078918272516338,790.0
2,0,299,44.00448199450981,780.0
2,0,218,40.37517961819836,770.0
2,0,242,55.00626577091653,760.0
2,0,206,83.23760014949087,750.0
2,0,268,97.40820528812954,740.0
2,0,280,76.74493096477038,730.0
2,0,295,43.94139546781387,720.0
2,0,296,46.11532898391964,710.0
2,0,265,11.704940586493692,700.0
2,0,223,17.417738787786536,690.0
2,0,233,54.95802344321491,680.0
2,0,224,92.25251452995205,670.0
2,0,266,24.63291694134709,660.0
2,0,209,50.9773038319402,650.0
2,0,240,74.84599546977374,640.0
2,0,222,40.00078092110061,630.0
2,0,208,11.46702865180685,620.0
2,0,278,75.1118016617997,610.0
2,0,259,72.14644233595735,600.0
2,0,203,55.46340984432188,590.0
2,0,298,60.98564248335008,580.0
2,0,279,74.10396208352171,570.0
2,0,263,104.26467016824398,560.0
2,0,284,18.063373369319166,550.0
2,0,252,17.805845675447458,540.0
2,0,241,24.53581052174993,530.0
2,0,226,59.97295098485977,520.0
2,0,246,78.94459342759606,510.0
2,0,221,15.843800533357461,500.0
2,0,281,14.425337098446985,490.0
2,0,225,35.47198493349337,480.0
2,0,207,27.370174891492724,470.0
2,0,253,22.63920981217525,460.0
2,0,243,24.286013209616303,450.0
2,0,285,23.172235603109645,440.0
2,0,273,57.38556519300667,430.0
2,0,287,10.376358569278871,420.0
2,0,289,18.505349724501002,410.0
2,0,261,32.5223054344184,400.0
2,0,220,16.504538274008002,390.0
2,0,205,15.00777179704796,380.0
2,0,293,18.3549817851197,370.0
2,0,229,92.19450189216906,360.0
2,0,269,43.1332340095913,350.0
2,0,212,52.013132024494716,340.0
2,0,257,52.51324934171728,330.0
2,0,217,43.979660231612456,320.0
2,0,234,39.11940774871711,310.0
2,0,247,7.7558112577971805,300.0
2,0,292,88.6823259372058,290.0
2,0,254,19.935337549544514,280.0
2,0,219,100.88323897820885,270.0
2,0,290,30.767316086260205,260.0
2,0,214,87.41679197537796,250.0
2,0,231,80.08049203706257,240.0
2,0,245,86.81421097157936,230.0
2,0,286,94.50675690196077,220.0
2,0,249,80.77346840752804,210.0
2,0,297,102.84481642416193,200.0
2,0,277,75.77552347500506,190.0
2,0,260,94.70454914867216,180.0
2,0,276,28.643173130739193,170.0
2,0,262,49.24735335082573,160.0
2,0,213,57.12204667274052,150.0
2,0,251,51.48977596791332,140.0
2,0,210,26.770162662247795,130.0
2,0,230,53.37446726842762,120.0
2,0,211,102.82909791715254,110.0
2,0,270,64.03151043353282,100.0
2,0,264,98.35481085925035,90.0
2,0,202,10.31506689000465,80.0
2,0,294,92.46243760696272,70.0
2,0,256,62.813898434931275,60.0
2,0,272,49.878751049723405,50.0
2,0,228,33.20227728093888,40.0
2,0,215,22.194377931027827,30.0
2,0,250,24.45486472629858,20.0
2,0,283,101.04915563667873,10.0
2,0,216,33.194055383356705,10.0
2,0,244,27.52995906449666,10.0
2,1,262,54.24735335082573,2.969999999999999
2,1,277,70.77552347500506,2.969999999999999
2,1,235,91.07881462113741,2.969999999999999
2,1,257,47.51324934171728,2.969999999999999
2,1,207,22.370174891492724,2.969999999999999
2,1,200,35.17258760865338,2.969999999999999
2,1,263,99.26467016824398,2.969999999999999
2,1,281,9.425337098446985,2.969999999999999
2,1,241,19.53581052174993,2.969999999999999
2,1,231,75.08049203706257,2.969999999999999
2,1,272,44.878751049723405,2.969999999999999
2,1,267,41.91829880800451,2.969999999999999
2,1,205,10.00777179704796,2.969999999999999
2,1,239,64.0036569453937,2.969999999999999
2,1,297,97.84481642416193,2.969999999999999
2,1,229,87.19450189216906,2.969999999999999
2,1,212,47.013132024494716,2.969999999999999
2,1,300,79.76445311010207,2.969999999999999
2,1,206,78.23760014949087,2.969999999999999
2,1,237,38.406779649777945,2.969999999999999
2,1,280,71.74493096477038,2.969999999999999
2,1,286,89.50675690196077,2.969999999999999
2,1,288,78.01111269544496,2.969999999999999
2,1,204,37.60157214753048,2.969999999999999
2,1,249,75.77346840752804,2.969999999999999
2,1,298,55.98564248335008,2.969999999999999
2,1,240,69.84599546977374,2.969999999999999
2,1,293,13.354981785119701,2.969999999999999
2,1,221,10.843800533357461,2.969999999999999
2,1,292,83.6823259372058,2.969999999999999
2,1,225,30.471984933493367,2.969999999999999
2,1,215,17.194377931027827,2.969999999999999
2,1,223,12.417738787786536,2.969999999999999
2,1,220,11.504538274008002,2.969999999999999
2,1,222,35.00078092110061,2.969999999999999
2,1,284,13.063373369319166,2.969999999999999
2,1,245,81.81421097157936,2.969999999999999
2,1,258,73.41294362726347,2.969999999999999
2,1,285,18.172235603109645,2.969999999999999
2,1,203,50.46340984432188,2.969999999999999
