Run,Step,AgentID,Energy-Level,extNeighbor_energy,extNeighbor_consumption,Common-Pool-Levels,agent0_consumptionTarget,agent0_delta_i,agent0_delta_e,agent0_delta_o,agent0_agreement
0,0,71,26.12143838281657,0.0,0.0,939.0,1.0,0.0,0.0,0.0,0.696174607157385
0,0,48,28.731983793677948,0.0,0.0,938.0,1.0,0.0,0.0,0.0,0.6257960819581057
0,0,98,82.7520690819008,0.0,0.0,937.0,1.0,0.0,0.0,0.0,0.8092146284894841
0,0,68,53.99887230922803,0.0,0.0,936.0,1.0,0.0,0.0,0.0,0.6319404567849719
0,0,91,28.80120520954972,0.0,0.0,935.0,1.0,0.0,0.0,0.0,0.6742348720849799
0,0,7,40.681253780543955,0.0,0.0,934.0,1.0,0.0,0.0,0.0,0.9613157141750839
0,0,39,54.422420869381675,0.0,0.0,933.0,1.0,0.0,0.0,0.0,0.9256049465303146
0,0,18,90.0,0.0,0.0,932.0,1.0,0.0,0.0,0.0,0.7599285484367673
0,0,12,36.3714826660855,0.0,0.0,931.0,1.0,0.0,0.0,0.0,0.8091232300016225
0,0,69,37.92916081628893,0.0,0.0,930.0,1.0,0.0,0.0,0.0,0.8644383838902241
0,0,30,80.55810610418037,0.0,0.0,929.0,1.0,0.0,0.0,0.0,0.5919934133090413
0,0,89,49.95757374043465,0.0,0.0,928.0,1.0,0.0,0.0,0.0,0.5382837436206367
0,0,56,61.873162810139156,0.0,0.0,927.0,1.0,0.0,0.0,0.0,0.6202946021594633
0,0,9,44.20911994677712,0.0,0.0,926.0,1.0,0.0,0.0,0.0,0.7501385690299669
0,0,97,41.40803174565018,0.0,0.0,925.0,1.0,0.0,0.0,0.0,0.5311015317280332
0,0,53,73.33523375545334,0.0,0.0,924.0,1.0,0.0,0.0,0.0,0.7757331070269444
0,0,6,64.58007747767014,0.0,0.0,923.0,1.0,0.0,0.0,0.0,0.7110270428066023
0,0,92,56.15895088464777,0.0,0.0,922.0,1.0,0.0,0.0,0.0,0.7787874049198891
0,0,81,25.2919634767616,0.0,0.0,921.0,1.0,0.0,0.0,0.0,0.58001245401568
0,0,62,39.44837911548679,0.0,0.0,920.0,1.0,0.0,0.0,0.0,0.7484593220926861
0,0,99,90.0,0.0,0.0,919.0,1.0,0.0,0.0,0.0,0.7322051436200978
0,0,41,52.09696072767456,0.0,0.0,918.0,1.0,0.0,0.0,0.0,0.716160964854364
0,0,58,10.0,0.0,0.0,917.0,1.0,0.0,0.0,0.0,0.6549767436484908
0,0,61,58.787510404774146,0.0,0.0,916.0,1.0,0.0,0.0,0.0,0.6960630579526911
0,0,87,52.558311275701406,0.0,0.0,915.0,1.0,0.0,0.0,0.0,0.7965469467344831
0,0,78,43.90563364244018,0.0,0.0,914.0,1.0,0.0,0.0,0.0,0.7652557703023801
0,0,31,43.332627390590595,0.0,0.0,913.0,1.0,0.0,0.0,0.0,0.6981553541964015
0,0,26,11.175272282545869,0.0,0.0,912.0,1.0,0.0,0.0,0.0,0.7744991537791283
0,0,50,49.38044718413662,0.0,0.0,911.0,1.0,0.0,0.0,0.0,0.5549559862566341
0,0,43,31.830370726194946,0.0,0.0,910.0,1.0,0.0,0.0,0.0,0.7821749901004603
0,0,45,55.206433168770616,0.0,0.0,909.0,1.0,0.0,0.0,0.0,0.7532968463794333
0,0,65,39.157582681119116,0.0,0.0,908.0,1.0,0.0,0.0,0.0,0.645791897423448
0,0,80,54.17605872712238,0.0,0.0,907.0,1.0,0.0,0.0,0.0,0.987481619710251
0,0,0,58.00314377532973,0.0,0.0,906.0,1.0,0.0,0.0,0.0,0.9705065449595045
0,0,46,74.62391530598515,0.0,0.0,905.0,1.0,0.0,0.0,0.0,0.823109481608127
0,0,60,38.27364700662456,0.0,0.0,904.0,1.0,0.0,0.0,0.0,0.6347786214661526
0,0,33,17.940388225235658,0.0,0.0,903.0,1.0,0.0,0.0,0.0,0.7101433142001342
0,0,29,64.12064114408724,0.0,0.0,902.0,1.0,0.0,0.0,0.0,0.6978147367651176
0,0,77,63.23062930021349,0.0,0.0,901.0,1.0,0.0,0.0,0.0,0.7780556066817149
0,0,64,10.347450906299223,0.0,0.0,900.0,1.0,0.0,0.0,0.0,0.8875403697452389
0,1,27,43.928932980912634,0.0,0.0,926.0,1.0,0.0,0.0,0.0,0.9107006741858003
0,1,98,82.7520690819008,0.0,0.0,925.0,1.0,0.0,0.0,0.0,0.8092146284894841
0,1,15,56.78569401909069,0.0,0.0,924.0,1.0,0.0,0.0,0.0,0.710958941607081
0,1,88,90.0,0.0,0.0,923.0,1.0,0.0,0.0,0.0,0.7633605500400907
0,1,2,48.87466338688103,0.0,0.0,922.0,1.0,0.0,0.0,0.0,0.6979052707847265
0,1,34,35.05363697230832,0.0,0.0,921.0,1.0,0.0,0.0,0.0,0.7804793867892791
0,1,37,63.48616124168068,0.0,0.0,920.0,1.0,0.0,0.0,0.0,0.7431920492572498
0,1,36,80.42198322614065,0.0,0.0,919.0,1.0,0.0,0.0,0.0,0.8345516610528526
0,1,81,25.2919634767616,0.0,0.0,918.0,1.0,0.0,0.0,0.0,0.58001245401568
0,1,23,50.516261807328796,0.0,0.0,917.0,1.0,0.0,0.0,0.0,0.8333735119222194
0,1,46,74.62391530598515,0.0,0.0,916.0,1.0,0.0,0.0,0.0,0.823109481608127
0,1,0,58.00314377532973,0.0,0.0,915.0,1.0,0.0,0.0,0.0,0.9705065449595045
0,1,99,90.0,0.0,0.0,914.0,1.0,0.0,0.0,0.0,0.7322051436200978
0,1,39,54.422420869381675,0.0,0.0,913.0,1.0,0.0,0.0,0.0,0.9256049465303146
0,1,40,47.477271777273884,0.0,0.0,912.0,1.0,0.0,0.0,0.0,0.6740565361332267
0,1,56,61.873162810139156,0.0,0.0,911.0,1.0,0.0,0.0,0.0,0.6202946021594633
0,1,80,54.17605872712238,0.0,0.0,910.0,1.0,0.0,0.0,0.0,0.987481619710251
0,1,43,31.830370726194946,0.0,0.0,909.0,1.0,0.0,0.0,0.0,0.7821749901004603
0,1,3,58.730196001738136,0.0,0.0,908.0,1.0,0.0,0.0,0.0,0.9735785625436466
0,1,7,40.681253780543955,0.0,0.0,907.0,1.0,0.0,0.0,0.0,0.9613157141750839
0,1,69,37.92916081628893,0.0,0.0,906.0,1.0,0.0,0.0,0.0,0.8644383838902241
0,1,31,43.332627390590595,0.0,0.0,905.0,1.0,0.0,0.0,0.0,0.6981553541964015
0,1,71,26.12143838281657,0.0,0.0,904.0,1.0,0.0,0.0,0.0,0.696174607157385
0,1,45,55.206433168770616,0.0,0.0,903.0,1.0,0.0,0.0,0.0,0.7532968463794333
0,1,61,58.787510404774146,0.0,0.0,902.0,1.0,0.0,0.0,0.0,0.6960630579526911
0,1,21,47.776076403537,0.0,0.0,901.0,1.0,0.0,0.0,0.0,0.7435044610896909
0,1,96,49.0266959733624,0.0,0.0,900.0,1.0,0.0,0.0,0.0,0.7587309848322151
0,1,18,90.0,0.0,0.0,899.0,1.0,0.0,0.0,0.0,0.7599285484367673
0,1,68,53.99887230922803,0.0,0.0,898.0,1.0,0.0,0.0,0.0,0.6319404567849719
0,1,74,37.26653225310048,0.0,0.0,897.0,1.0,0.0,0.0,0.0,0.8260431869095188
0,1,26,11.175272282545869,0.0,0.0,896.0,1.0,0.0,0.0,0.0,0.7744991537791283
0,1,51,52.24256071765384,0.0,0.0,895.0,1.0,0.0,0.0,0.0,0.7136871056243327
0,1,64,10.347450906299223,0.0,0.0,894.0,1.0,0.0,0.0,0.0,0.8875403697452389
0,1,90,45.449521300318,0.0,0.0,893.0,1.0,0.0,0.0,0.0,0.7219391660283212
0,1,14,51.58372037446012,0.0,0.0,892.0,1.0,0.0,0.0,0.0,0.9439173860722528
0,1,66,28.294271969981146,0.0,0.0,891.0,1.0,0.0,0.0,0.0,0.9269517910984861
0,1,42,47.23471402997268,0.0,0.0,890.0,1.0,0.0,0.0,0.0,0.8120892673655665
0,1,29,64.12064114408724,0.0,0.0,889.0,1.0,0.0,0.0,0.0,0.6978147367651176
0,1,25,70.5378054746927,0.0,0.0,888.0,1.0,0.0,0.0,0.0,0.7785341361101974
0,1,48,28.731983793677948,0.0,0.0,887.0,1.0,0.0,0.0,0.0,0.6257960819581057
0,1,65,39.157582681119116,0.0,0.0,886.0,1.0,0.0,0.0,0.0,0.645791897423448
0,1,60,38.27364700662456,0.0,0.0,885.0,1.0,0.0,0.0,0.0,0.6347786214661526
0,1,52,24.62499256544624,0.0,0.0,884.0,1.0,0.0,0.0,0.0,0.8149344837005174
0,1,97,41.40803174565018,0.0,0.0,883.0,1.0,0.0,0.0,0.0,0.5311015317280332
0,1,10,64.3055797977031,0.0,0.0,882.0,1.0,0.0,0.0,0.0,0.916448311671415
0,1,49,33.58288626846735,0.0,0.0,881.0,1.0,0.0,0.0,0.0,0.6196051176134582
0,1,11,44.27854055884575,0.0,0.0,880.0,1.0,0.0,0.0,0.0,0.9686818390452749
0,1,67,52.883845879700246,0.0,0.0,879.0,1.0,0.0,0.0,0.0,0.8910652641319043
0,1,24,34.59933126362368,0.0,0.0,878.0,1.0,0.0,0.0,0.0,0.9161515179930049
0,1,95,38.35138308564902,0.0,0.0,877.0,1.0,0.0,0.0,0.0,0.6669638853927522
0,1,19,43.19069892889579,0.0,0.0,876.0,1.0,0.0,0.0,0.0,0.7776254112097185
0,1,76,38.84739096117172,0.0,0.0,875.0,1.0,0.0,0.0,0.0,0.8675376622181581
0,1,91,28.80120520954972,0.0,0.0,874.0,1.0,0.0,0.0,0.0,0.6742348720849799
0,1,5,43.38259714267094,0.0,0.0,873.0,1.0,0.0,0.0,0.0,0.8051534327722871
0,1,92,56.15895088464777,0.0,0.0,872.0,1.0,0.0,0.0,0.0,0.7787874049198891
0,1,58,10.0,0.0,0.0,871.0,1.0,0.0,0.0,0.0,0.6549767436484908
0,1,72,36.408810343756656,0.0,0.0,870.0,1.0,0.0,0.0,0.0,0.7898181900202604
0,1,86,37.89163162633084,0.0,0.0,869.0,1.0,0.0,0.0,0.0,0.675464281724266
0,1,38,43.53753289725874,0.0,0.0,868.0,1.0,0.0,0.0,0.0,0.8760882061426966
0,1,35,41.72815713614555,0.0,0.0,867.0,1.0,0.0,0.0,0.0,0.5137829112945008
0,1,89,49.95757374043465,0.0,0.0,866.0,1.0,0.0,0.0,0.0,0.5382837436206367
0,1,4,59.99902690673618,0.0,0.0,865.0,1.0,0.0,0.0,0.0,0.7563202127310386
0,1,73,90.0,0.0,0.0,864.0,1.0,0.0,0.0,0.0,0.8221016249743505
0,1,30,80.55810610418037,0.0,0.0,863.0,1.0,0.0,0.0,0.0,0.5919934133090413
0,1,54,28.380019132075788,0.0,0.0,862.0,1.0,0.0,0.0,0.0,0.5184736632720929
0,1,59,61.26435109223246,0.0,0.0,861.0,1.0,0.0,0.0,0.0,0.5413395591107171
0,1,50,49.38044718413662,0.0,0.0,860.0,1.0,0.0,0.0,0.0,0.5549559862566341
0,1,12,36.3714826660855,0.0,0.0,859.0,1.0,0.0,0.0,0.0,0.8091232300016225
0,1,87,52.558311275701406,0.0,0.0,858.0,1.0,0.0,0.0,0.0,0.7965469467344831
0,1,32,69.67406878366378,0.0,0.0,857.0,1.0,0.0,0.0,0.0,0.7063881944965972
0,1,93,72.01471658922574,0.0,0.0,856.0,1.0,0.0,0.0,0.0,0.9537747625429659
0,1,41,52.09696072767456,0.0,0.0,855.0,1.0,0.0,0.0,0.0,0.716160964854364
0,1,94,80.42366688177097,0.0,0.0,854.0,1.0,0.0,0.0,0.0,0.8429316554115802
0,1,82,22.857057144901844,0.0,0.0,853.0,1.0,0.0,0.0,0.0,0.8550813018734709
0,1,6,64.58007747767014,0.0,0.0,852.0,1.0,0.0,0.0,0.0,0.7110270428066023
0,1,28,83.38240078616765,0.0,0.0,851.0,1.0,0.0,0.0,0.0,0.8057915484877716
0,1,1,37.764872286781774,0.0,0.0,850.0,1.0,0.0,0.0,0.0,0.9530431675200361
0,1,84,40.79105908702958,0.0,0.0,849.0,1.0,0.0,0.0,0.0,0.7335484759406427
0,1,62,39.44837911548679,0.0,0.0,848.0,1.0,0.0,0.0,0.0,0.7484593220926861
0,1,44,76.32714609066423,0.0,0.0,847.0,1.0,0.0,0.0,0.0,0.6561731566307983
0,1,8,71.82565431158218,0.0,0.0,846.0,1.0,0.0,0.0,0.0,0.7614005915533769
0,1,70,53.55509821907947,0.0,0.0,845.0,1.0,0.0,0.0,0.0,0.8563746764539932
0,1,9,44.20911994677712,0.0,0.0,844.0,1.0,0.0,0.0,0.0,0.7501385690299669
0,1,13,65.07532794401408,0.0,0.0,843.0,1.0,0.0,0.0,0.0,0.6609511686768342
0,1,22,20.732987173804474,0.0,0.0,842.0,1.0,0.0,0.0,0.0,0.738506258934942
0,1,55,47.96432065443496,0.0,0.0,841.0,1.0,0.0,0.0,0.0,0.547033611227526
0,1,33,17.940388225235658,0.0,0.0,840.0,1.0,0.0,0.0,0.0,0.7101433142001342
0,1,20,53.91730017980399,0.0,0.0,839.0,1.0,0.0,0.0,0.0,0.8604866347442413
0,1,78,43.90563364244018,0.0,0.0,838.0,1.0,0.0,0.0,0.0,0.7652557703023801
0,1,16,19.430531167971314,0.0,0.0,837.0,1.0,0.0,0.0,0.0,0.7659935848136168
0,1,83,27.545055440697155,0.0,0.0,836.0,1.0,0.0,0.0,0.0,0.8561641129164306
0,1,47,76.11812722412944,0.0,0.0,835.0,1.0,0.0,0.0,0.0,0.6439988200862695
0,1,53,73.33523375545334,0.0,0.0,834.0,1.0,0.0,0.0,0.0,0.7757331070269444
0,1,57,45.98707609787021,0.0,0.0,833.0,1.0,0.0,0.0,0.0,0.7336184728933118
0,1,75,52.253880351880156,0.0,0.0,832.0,1.0,0.0,0.0,0.0,0.6613122285980988
0,1,63,72.24122364490908,0.0,0.0,831.0,1.0,0.0,0.0,0.0,0.5
0,1,77,63.23062930021349,0.0,0.0,830.0,1.0,0.0,0.0,0.0,0.7780556066817149
0,1,79,51.38777213809394,0.0,0.0,829.0,1.0,0.0,0.0,0.0,0.5
0,1,17,12.907439272565398,0.0,0.0,828.0,1.0,0.0,0.0,0.0,0.7845332415388724
0,1,85,90.0,0.0,0.0,827.0,1.0,0.0,0.0,0.0,0.7721063500368142
0,2,18,90.0,0.0,0.0,868.9213,1.0,0.0,0.0,0.0,0.7599285484367673
0,2,45,55.206433168770616,0.0,0.0,867.9213,1.0,0.0,0.0,0.0,0.7532968463794333
0,2,51,52.24256071765384,0.0,0.0,866.9213,1.0,0.0,0.0,0.0,0.7136871056243327
0,2,57,45.98707609787021,0.0,0.0,865.9213,1.0,0.0,0.0,0.0,0.7336184728933118
0,2,42,47.23471402997268,0.0,0.0,864.9213,1.0,0.0,0.0,0.0,0.8120892673655665
0,2,55,47.96432065443496,0.0,0.0,863.9213,1.0,0.0,0.0,0.0,0.547033611227526
0,2,23,50.516261807328796,0.0,0.0,862.9213,1.0,0.0,0.0,0.0,0.8333735119222194
0,2,43,31.830370726194946,0.0,0.0,861.9213,1.0,0.0,0.0,0.0,0.7821749901004603
0,2,37,63.48616124168068,0.0,0.0,860.9213,1.0,0.0,0.0,0.0,0.7431920492572498
0,2,30,80.55810610418037,0.0,0.0,859.9213,1.0,0.0,0.0,0.0,0.5919934133090413
0,2,15,56.78569401909069,0.0,0.0,858.9213,1.0,0.0,0.0,0.0,0.710958941607081
0,2,36,80.42198322614065,0.0,0.0,857.9213,1.0,0.0,0.0,0.0,0.8345516610528526
0,2,41,52.09696072767456,0.0,0.0,856.9213,1.0,0.0,0.0,0.0,0.716160964854364
0,2,0,58.00314377532973,0.0,0.0,855.9213,1.0,0.0,0.0,0.0,0.9705065449595045
0,2,83,27.545055440697155,0.0,0.0,854.9213,1.0,0.0,0.0,0.0,0.8561641129164306
0,2,96,49.0266959733624,0.0,0.0,853.9213,1.0,0.0,0.0,0.0,0.7587309848322151
0,2,4,59.99902690673618,0.0,0.0,852.9213,1.0,0.0,0.0,0.0,0.7563202127310386
0,2,98,82.7520690819008,0.0,0.0,851.9213,1.0,0.0,0.0,0.0,0.8092146284894841
0,2,77,63.23062930021349,0.0,0.0,850.9213,1.0,0.0,0.0,0.0,0.7780556066817149
0,2,99,90.0,0.0,0.0,849.9213,1.0,0.0,0.0,0.0,0.7322051436200978
0,2,53,73.33523375545334,0.0,0.0,848.9213,1.0,0.0,0.0,0.0,0.7757331070269444
0,2,31,43.332627390590595,0.0,0.0,847.9213,1.0,0.0,0.0,0.0,0.6981553541964015
0,2,44,76.32714609066423,0.0,0.0,846.9213,1.0,0.0,0.0,0.0,0.6561731566307983
0,2,47,76.11812722412944,0.0,0.0,845.9213,1.0,0.0,0.0,0.0,0.6439988200862695
0,2,82,22.857057144901844,0.0,0.0,844.9213,1.0,0.0,0.0,0.0,0.8550813018734709
0,2,63,72.24122364490908,0.0,0.0,843.9213,1.0,0.0,0.0,0.0,0.5
0,2,50,49.38044718413662,0.0,0.0,842.9213,1.0,0.0,0.0,0.0,0.5549559862566341
0,2,8,71.82565431158218,0.0,0.0,841.9213,1.0,0.0,0.0,0.0,0.7614005915533769
0,2,17,12.907439272565398,0.0,0.0,840.9213,1.0,0.0,0.0,0.0,0.7845332415388724
0,2,49,33.58288626846735,0.0,0.0,839.9213,1.0,0.0,0.0,0.0,0.6196051176134582
0,2,68,53.99887230922803,0.0,0.0,838.9213,1.0,0.0,0.0,0.0,0.6319404567849719
0,2,74,37.26653225310048,0.0,0.0,837.9213,1.0,0.0,0.0,0.0,0.8260431869095188
0,2,7,40.681253780543955,0.0,0.0,836.9213,1.0,0.0,0.0,0.0,0.9613157141750839
0,2,87,52.558311275701406,0.0,0.0,835.9213,1.0,0.0,0.0,0.0,0.7965469467344831
0,2,72,36.408810343756656,0.0,0.0,834.9213,1.0,0.0,0.0,0.0,0.7898181900202604
0,2,38,43.53753289725874,0.0,0.0,833.9213,1.0,0.0,0.0,0.0,0.8760882061426966
0,2,65,39.157582681119116,0.0,0.0,832.9213,1.0,0.0,0.0,0.0,0.645791897423448
0,2,76,38.84739096117172,0.0,0.0,831.9213,1.0,0.0,0.0,0.0,0.8675376622181581
0,2,9,44.20911994677712,0.0,0.0,830.9213,1.0,0.0,0.0,0.0,0.7501385690299669
0,2,12,36.3714826660855,0.0,0.0,829.9213,1.0,0.0,0.0,0.0,0.8091232300016225
0,2,14,51.58372037446012,0.0,0.0,828.9213,1.0,0.0,0.0,0.0,0.9439173860722528
0,2,66,28.294271969981146,0.0,0.0,827.9213,1.0,0.0,0.0,0.0,0.9269517910984861
0,2,79,51.38777213809394,0.0,0.0,826.9213,1.0,0.0,0.0,0.0,0.5
0,2,6,64.58007747767014,0.0,0.0,825.9213,1.0,0.0,0.0,0.0,0.7110270428066023
0,2,61,58.787510404774146,0.0,0.0,824.9213,1.0,0.0,0.0,0.0,0.6960630579526911
0,2,92,56.15895088464777,0.0,0.0,823.9213,1.0,0.0,0.0,0.0,0.7787874049198891
0,2,20,53.91730017980399,0.0,0.0,822.9213,1.0,0.0,0.0,0.0,0.8604866347442413
0,2,13,65.07532794401408,0.0,0.0,821.9213,1.0,0.0,0.0,0.0,0.6609511686768342
0,2,85,90.0,0.0,0.0,820.9213,1.0,0.0,0.0,0.0,0.7721063500368142
0,2,97,41.40803174565018,0.0,0.0,819.9213,1.0,0.0,0.0,0.0,0.5311015317280332
0,2,71,26.12143838281657,0.0,0.0,818.9213,1.0,0.0,0.0,0.0,0.696174607157385
0,2,62,39.44837911548679,0.0,0.0,817.9213,1.0,0.0,0.0,0.0,0.7484593220926861
0,2,60,38.27364700662456,0.0,0.0,816.9213,1.0,0.0,0.0,0.0,0.6347786214661526
0,2,10,64.3055797977031,0.0,0.0,815.9213,1.0,0.0,0.0,0.0,0.916448311671415
0,2,1,37.764872286781774,0.0,0.0,814.9213,1.0,0.0,0.0,0.0,0.9530431675200361
0,2,86,37.89163162633084,0.0,0.0,813.9213,1.0,0.0,0.0,0.0,0.675464281724266
0,2,34,35.05363697230832,0.0,0.0,812.9213,1.0,0.0,0.0,0.0,0.7804793867892791
0,2,84,40.79105908702958,0.0,0.0,811.9213,1.0,0.0,0.0,0.0,0.7335484759406427
0,2,81,25.2919634767616,0.0,0.0,810.9213,1.0,0.0,0.0,0.0,0.58001245401568
0,2,48,28.731983793677948,0.0,0.0,809.9213,1.0,0.0,0.0,0.0,0.6257960819581057
0,2,91,28.80120520954972,0.0,0.0,808.9213,1.0,0.0,0.0,0.0,0.6742348720849799
0,2,75,52.253880351880156,0.0,0.0,807.9213,1.0,0.0,0.0,0.0,0.6613122285980988
0,2,95,38.35138308564902,0.0,0.0,806.9213,1.0,0.0,0.0,0.0,0.6669638853927522
0,2,69,37.92916081628893,0.0,0.0,805.9213,1.0,0.0,0.0,0.0,0.8644383838902241
0,2,40,47.477271777273884,0.0,0.0,804.9213,1.0,0.0,0.0,0.0,0.6740565361332267
0,2,93,72.01471658922574,0.0,0.0,803.9213,1.0,0.0,0.0,0.0,0.9537747625429659
0,2,89,49.95757374043465,0.0,0.0,802.9213,1.0,0.0,0.0,0.0,0.5382837436206367
0,2,90,45.449521300318,0.0,0.0,801.9213,1.0,0.0,0.0,0.0,0.7219391660283212
0,2,29,64.12064114408724,0.0,0.0,800.9213,1.0,0.0,0.0,0.0,0.6978147367651176
0,2,33,17.940388225235658,0.0,0.0,799.9213,1.0,0.0,0.0,0.0,0.7101433142001342
0,2,59,61.26435109223246,0.0,0.0,798.9213,1.0,0.0,0.0,0.0,0.5413395591107171
